V1,V2,V3
AJ,44,0
BO,71,2
AJ,40,3
X,45,4
Y,9,1
K,7,0
AJ,52,0
Q,40,0
BW,60,0
M,18,1
X,12,4
X,45,4
P,33,0
AO,1,8
Y,32,0
K,82,0
BO,35,2
K,61,0
BW,115,0
W,16,3
W,16,3
K,20,4
AU,40,0
Q,22,4
AU,54,1
BW,81,1
BW,132,0
AJ,52,0
M,16,0
BW,159,1
X,45,4
Q,22,2
AO,7,13
K,65,3
K,35,4
Y,5,0
W,16,4
X,45,2
AU,11,3
AO,7,1
AQ,17,2
K,7,0
W,16,3
Q,22,4
K,60,0
AU,54,2
K,65,2
AJ,113,2
BO,20,1
K,92,3
D,21,0
AL,33,0
K,82,0
BO,52,1
K,60,1
AL,14,0
BN,3,0
BH,30,1
BU,35,3
BF,36,2
AO,25,2
BG,19,0
K,63,1
P,2,0
BV,17,2
AU,11,1
AO,7,6
BP,15,0
AJ,35,2
AJ,17,1
AJ,49,1
L,49,1
BW,95,0
L,29,1
Y,29,2
AU,11,3
R,23,7
AJ,54,1
X,24,3
AL,69,0
BO,15,1
AL,72,0
AZ,21,0
K,65,6
BW,49,0
AJ,52,1
X,38,5
Y,9,3
AX,1,1
AO,28,0
BU,3,1
AU,58,0
AJ,40,0
Y,10,2
D,6,2
AR,41,1
BF,20,1
BO,32,3
X,52,1
D,25,3
BO,36,0
BO,52,1
AU,11,3
AU,14,0
K,74,0
L,28,0
BW,3,0
X,3,5
Y,21,3
Y,32,0
AO,1,3
K,7,3
AU,40,0
X,38,0
BW,168,1
P,2,0
Y,32,3
AO,20,5
BW,95,0
AJ,52,0
AQ,20,1
AN,2,1
Y,4,2
P,2,0
W,28,0
AO,1,8
K,39,0
AU,27,0
BW,112,0
X,38,0
X,38,0
AU,25,0
AH,40,0
AJ,42,0
K,7,1
AJ,122,1
M,16,1
AJ,123,3
AU,11,0
AU,14,0
M,8,2
D,25,3
W,16,4
BW,176,0
AJ,35,1
AJ,40,0
AQ,17,2
AR,41,1
K,40,3
K,40,3
AU,11,3
AJ,35,2
R,15,3
AH,7,0
BW,63,1
K,7,3
K,7,0
L,29,1
AJ,76,1
AJ,54,1
AO,6,1
AX,1,1
P,36,0
BW,66,0
BH,18,7
AH,168,1
AJ,129,0
AU,14,1
K,10,3
AU,14,1
BV,8,1
AU,58,0
AH,69,0
BW,160,1
X,45,2
BW,92,0
X,24,1
AU,49,0
BO,100,1
Y,36,0
AR,35,0
BW,176,0
K,7,5
BO,38,1
K,3,2
D,20,0
AJ,9,1
AO,33,2
AH,101,0
K,60,0
BW,95,0
K,7,0
BW,49,1
AO,13,1
AU,58,0
BV,24,3
AJ,40,2
AJ,35,1
AU,49,0
AJ,58,3
K,3,1
X,38,5
AJ,122,3
AJ,129,3
K,2,1
BH,29,1
AO,29,5
W,20,3
K,24,1
K,35,4
Y,4,2
AO,20,2
L,28,2
AL,49,0
K,35,4
Y,29,0
AU,49,0
D,1,0
AL,14,0
BP,18,0
K,7,1
AH,119,0
AU,49,0
K,75,0
BU,36,3
BP,15,0
BW,157,1
AU,11,3
AR,17,2
Y,42,0
K,3,2
M,16,2
AY,26,1
AL,42,0
BW,32,0
AU,40,0
BU,38,4
BH,30,6
Q,22,3
L,14,0
AY,37,5
BW,95,0
BO,35,0
AQ,17,1
BW,115,0
BW,115,0
AJ,38,0
BH,7,2
AJ,54,1
Y,1,0
Q,15,0
AJ,129,3
AU,11,3
AY,23,3
BO,69,1
AJ,58,3
AJ,117,1
J,4,1
BW,168,2
P,18,0
Q,3,3
BW,176,0
AJ,77,2
AU,69,0
X,3,5
AU,58,0
AN,12,0
W,11,0
AJ,29,3
BW,81,1
K,78,1
BH,13,5
AJ,48,1
R,20,5
BW,54,0
P,33,0
K,7,3
AJ,40,2
BH,18,5
AJ,77,2
AJ,129,0
BW,5,1
X,24,9
X,38,0
P,2,0
K,7,3
AO,28,0
X,12,4
Y,42,2
K,60,0
AU,27,0
Y,34,1
AU,14,1
AO,1,7
AR,41,2
W,28,4
BW,36,1
AJ,29,3
L,26,1
AU,35,0
AJ,40,3
BO,52,1
BW,49,1
X,45,8
BV,3,1
X,38,0
AY,64,0
K,7,3
AZ,21,0
AJ,77,2
AQ,14,2
Y,34,1
BO,47,1
BH,18,5
K,7,0
X,24,9
BW,3,0
K,7,1
AN,12,0
BW,57,0
AJ,54,1
AU,14,0
AQ,17,2
AJ,52,1
AJ,54,1
BO,35,0
BO,52,1
BO,67,1
BW,131,0
BP,24,0
BW,157,1
L,31,4
AI,2,0
AQ,17,1
AJ,48,1
AU,40,0
X,45,10
K,86,3
BW,96,0
AJ,58,2
BP,24,0
D,1,0
K,28,0
BW,3,0
AL,88,0
Y,32,0
BP,6,0
M,16,1
AL,105,0
K,7,2
N,25,0
R,30,12
O,23,0
AJ,40,0
K,7,5
BH,22,0
AJ,129,3
AU,40,0
BO,35,7
K,7,1
AH,77,1
AJ,58,2
AQ,14,2
X,38,0
X,45,4
BW,154,0
AU,58,0
BZ,11,0
Y,29,2
AU,14,0
Q,27,2
K,61,0
P,23,0
R,30,12
Y,29,0
AU,25,0
W,16,3
D,20,0
X,21,1
K,47,1
AJ,77,2
K,65,5
K,31,0
AJ,129,0
W,4,5
Y,29,3
BW,95,0
AJ,122,3
AH,52,0
X,12,4
I,16,0
AL,31,0
BW,49,1
K,2,1
AU,14,0
AU,40,0
AJ,58,3
AH,50,0
BW,13,1
D,25,6
BH,30,4
Y,34,0
AJ,52,0
AJ,58,2
BW,95,0
AU,11,3
AU,58,0
L,14,0
K,50,0
AQ,20,0
BU,20,0
X,25,1
AW,4,0
BF,42,0
AO,7,6
AJ,122,3
BP,8,0
BW,36,1
AJ,40,2
BP,23,0
K,7,1
AU,54,0
Y,10,0
P,33,0
BO,32,4
AJ,122,3
K,61,0
BW,96,0
K,63,1
BW,3,0
BH,29,2
D,21,0
X,3,5
L,26,1
P,33,0
AU,11,3
K,13,4
BW,95,0
K,7,1
BW,43,0
BO,71,2
R,30,2
BW,95,0
Y,29,0
L,49,0
G,8,3
AO,1,21
X,45,4
AU,11,3
AU,77,0
AQ,14,1
R,20,3
W,4,4
L,26,1
K,58,0
X,12,4
AU,14,1
BF,36,0
BZ,16,1
BW,132,0
X,9,2
BW,157,1
AU,14,1
L,6,0
BB,11,1
AU,40,0
P,34,0
X,38,0
AJ,5,1
AO,28,0
Q,22,3
K,7,4
L,26,2
Y,29,0
W,16,5
M,16,1
BT,63,5
BO,47,1
Q,3,3
L,49,1
AJ,58,2
X,45,4
X,28,2
BT,69,7
Y,10,1
K,74,0
AU,58,0
X,45,8
AU,14,0
AH,81,1
P,2,0
P,2,0
AU,27,0
AU,14,0
AU,14,0
X,45,3
BW,48,1
AU,14,0
K,7,4
AQ,17,2
AH,164,0
Y,36,0
AJ,40,2
BW,168,1
BW,168,1
L,29,1
AH,8,1
Y,21,2
D,25,1
AU,14,0
BB,11,1
N,23,0
K,39,0
D,20,0
BZ,11,1
K,7,4
BP,6,0
AJ,59,2
AV,10,2
AJ,58,2
R,15,1
O,10,3
D,25,9
K,60,0
AJ,29,3
BO,52,1
AJ,129,0
AO,13,1
X,45,4
L,59,1
K,13,4
P,2,0
X,45,2
AU,58,0
BU,20,0
BW,96,0
AW,1,0
Q,22,4
AJ,52,0
BO,47,1
AJ,59,2
BW,22,1
AH,50,0
AU,49,0
AU,11,3
AH,8,1
M,16,2
AJ,29,2
X,45,9
AJ,15,1
BV,9,1
BW,3,0
AJ,17,1
BP,17,0
BY,13,1
Q,22,3
AO,25,2
X,45,5
BF,18,2
L,26,1
K,7,5
K,50,1
BF,39,2
W,16,3
AX,4,0
X,38,0
AR,5,1
N,8,0
BO,38,2
AJ,49,1
W,16,3
AJ,58,3
X,12,4
AO,6,2
N,8,0
BW,160,1
BW,166,0
AO,7,4
W,16,3
Q,22,4
BW,92,0
AJ,40,0
AY,37,3
W,4,4
BF,36,4
AU,77,0
X,45,5
AJ,40,0
R,48,3
AU,14,1
D,21,0
AU,11,3
X,38,0
K,44,0
BW,112,0
K,39,0
AQ,17,2
X,24,3
K,79,1
BT,13,0
BH,30,5
L,14,3
AN,11,3
AJ,52,1
W,28,5
BN,3,0
AJ,9,1
BV,10,0
N,8,0
BU,36,2
N,26,0
X,45,10
K,61,0
O,10,1
K,65,3
AU,14,1
BO,32,1
AO,7,6
P,34,0
AU,14,1
P,24,0
X,38,0
AL,76,0
BO,38,4
BH,18,6
X,38,1
BW,156,0
Y,9,1
Q,43,1
M,18,1
AR,45,0
AU,11,3
O,11,3
X,3,3
BO,47,1
AJ,123,3
AU,40,0
AU,77,0
AJ,58,2
W,28,5
W,28,3
BW,157,1
BO,44,2
L,49,1
AH,81,0
L,28,1
BO,36,3
AJ,7,1
K,3,1
K,2,2
K,35,4
K,7,3
BT,63,4
BB,3,0
Q,43,3
BP,23,0
AJ,52,1
BW,81,1
AJ,58,2
W,16,3
AU,54,2
K,3,4
BT,73,1
K,75,0
W,20,1
AJ,123,3
BO,52,1
AU,77,0
P,23,0
AJ,129,0
BW,42,0
BV,8,1
BW,112,0
BD,3,0
X,45,5
AU,49,0
AI,20,0
AJ,14,3
BF,44,2
BO,52,1
AU,14,0
BP,18,0
K,7,0
AR,1,2
BV,6,1
K,61,1
BO,47,1
AJ,122,3
W,16,3
X,45,8
W,16,3
X,45,10
AO,7,6
K,75,0
K,61,0
K,60,0
M,16,1
BV,11,0
BW,115,0
AJ,40,0
BY,12,1
BW,107,0
BO,44,2
BV,17,2
BO,36,0
K,7,3
AH,164,0
AO,25,2
AU,11,3
AJ,123,2
K,46,2
AJ,122,1
BH,13,2
AU,73,0
AJ,59,2
BO,38,2
BW,176,0
AJ,40,0
K,62,1
P,18,0
BO,36,0
K,7,1
BW,126,0
Y,10,0
AQ,17,1
Q,22,4
AL,6,0
L,28,2
AJ,35,0
X,45,5
AL,14,0
BW,176,0
Y,32,0
X,24,8
Y,34,0
AW,1,0
AR,41,1
BW,112,0
BW,157,2
AU,14,1
Y,29,0
I,3,0
L,29,1
AH,75,1
BO,38,6
AJ,7,1
AU,14,0
AJ,14,3
BV,8,2
Y,10,0
D,11,2
BO,38,1
BO,35,0
Y,10,0
N,8,0
BP,18,0
BY,4,1
W,16,3
AH,68,0
Y,10,0
AJ,29,3
BO,44,2
X,38,0
BP,8,0
AU,14,0
BO,38,2
AJ,112,5
AL,49,0
AH,119,0
BW,79,1
BP,23,0
AJ,29,3
X,24,9
BH,11,2
AR,2,2
BW,159,1
AH,101,0
BW,95,0
AR,2,2
AJ,76,2
BW,95,0
AN,12,0
K,3,4
AL,46,0
I,14,2
Y,29,4
K,7,0
X,45,10
K,39,0
BG,19,1
Y,9,0
BV,20,3
L,49,1
AH,106,0
BP,18,0
L,26,1
K,10,1
K,7,5
L,28,2
L,31,4
AL,7,0
O,10,1
AV,10,0
L,14,0
BV,3,2
K,2,4
W,4,5
K,2,4
AQ,17,2
K,7,1
BF,36,4
AO,6,2
AU,27,0
G,10,1
AH,119,0
AN,2,1
AR,41,1
X,45,8
BU,5,0
Y,4,0
X,24,3
BO,38,2
AJ,52,0
K,7,0
R,1,0
AJ,17,1
AU,16,0
K,7,3
Y,32,3
AJ,123,3
BP,6,0
BV,20,4
AJ,64,1
BV,20,4
AR,14,2
AU,14,1
Y,34,0
N,17,0
X,3,3
BU,1,0
K,3,2
BH,18,5
Y,10,0
K,7,0
BW,40,1
AO,7,13
W,16,3
AN,16,0
K,7,5
L,49,0
BB,3,0
Y,10,2
K,7,3
X,38,0
BH,11,1
AJ,40,0
BO,38,5
K,7,3
AU,11,3
W,16,6
X,45,8
K,7,3
AO,7,6
V,2,0
AJ,112,5
AH,106,0
Y,4,0
L,29,1
BH,18,2
Y,10,0
AL,63,0
X,45,10
AQ,17,1
O,10,1
AJ,38,0
L,20,1
X,24,10
K,2,2
AJ,77,2
AJ,40,0
K,10,1
AJ,58,2
Q,43,3
AJ,122,3
W,16,5
BO,47,1
I,14,1
L,29,1
K,3,1
AJ,52,0
P,24,0
AU,58,0
AI,4,0
R,20,3
X,45,8
AO,1,10
BO,38,0
AJ,77,2
K,7,3
AQ,17,2
K,7,3
AO,13,1
K,13,4
Y,29,2
BW,155,0
BF,37,0
BO,71,1
K,7,0
L,26,1
AH,6,1
X,45,2
AJ,49,1
R,20,3
AJ,38,0
D,12,0
M,16,2
Y,29,0
AU,54,2
BO,3,2
AJ,129,0
AO,7,7
BW,115,0
AJ,59,2
Y,10,0
BP,24,0
BF,39,2
Y,42,0
BT,49,4
AJ,58,2
AJ,35,0
AJ,77,2
AR,35,0
AO,12,1
BW,115,0
W,4,3
AQ,17,1
X,45,8
BH,18,6
BZ,16,1
BO,52,1
Y,1,0
AJ,123,3
D,21,0
AJ,123,3
W,4,5
M,16,2
L,26,1
AU,14,0
X,24,3
K,7,1
AU,77,0
Y,42,1
W,16,5
BV,8,1
BW,3,0
BO,53,1
BV,17,2
BW,157,1
AI,12,0
AV,9,1
BW,1,1
AQ,20,1
AJ,49,1
M,16,1
AH,7,0
AU,14,0
D,21,0
Y,34,1
P,24,0
M,16,2
K,65,5
AO,20,2
Y,10,0
Q,22,4
Y,10,0
AQ,20,0
AU,58,0
O,10,2
L,3,1
Y,9,0
AQ,17,1
X,45,2
K,7,4
AJ,42,0
AO,1,3
X,45,4
L,49,0
BO,36,0
AW,1,0
AN,16,0
K,10,1
AJ,40,3
BT,50,3
BW,49,0
AJ,9,1
BW,156,0
BW,174,0
AJ,40,3
AJ,77,2
AU,77,0
R,30,2
AJ,123,3
Y,9,0
AJ,58,2
AQ,20,1
R,20,4
Q,40,2
AJ,38,0
AJ,58,2
W,28,0
AN,11,3
BW,17,1
BT,10,0
K,60,0
K,2,2
Y,9,0
Q,22,4
AU,40,0
AJ,121,1
K,82,0
AJ,35,2
AJ,123,3
AR,41,2
Y,34,1
BT,54,1
K,7,5
BF,31,1
AU,58,0
AJ,59,2
AR,5,1
K,68,1
I,29,0
X,24,9
K,50,0
AJ,58,2
AU,11,2
Y,9,1
AJ,77,2
P,2,0
BW,115,0
AU,11,3
AJ,64,1
D,25,9
AI,20,0
Y,36,0
X,45,8
K,79,1
AY,37,3
AO,1,8
Y,32,0
BW,160,1
BW,42,0
X,45,2
AQ,17,1
BU,5,0
AU,11,3
AJ,58,1
Y,42,1
BO,104,1
K,103,1
K,92,3
BF,42,0
X,45,2
P,13,0
AJ,129,0
BW,157,1
AQ,31,0
AU,40,0
BP,18,0
BH,11,5
AU,11,3
AJ,52,1
X,38,0
AU,11,3
BH,29,4
W,16,3
Y,10,0
AQ,20,0
BW,49,1
K,65,5
Q,3,3
AJ,35,0
L,49,1
X,45,4
AQ,17,1
BW,183,1
K,2,1
Q,3,1
BV,21,1
W,16,1
L,29,0
Y,21,2
AU,14,0
W,28,7
Q,22,3
K,93,2
K,3,2
AU,11,0
AU,64,0
Y,29,0
X,3,5
AJ,129,0
AJ,52,1
AJ,58,2
BG,16,0
P,2,0
BW,96,0
AJ,17,5
AQ,17,1
BW,178,0
Y,1,0
K,65,6
Q,43,3
Y,42,2
AU,58,0
BW,167,0
W,28,8
AJ,42,0
BU,36,2
L,29,1
X,45,10
AU,11,0
P,23,0
Q,3,1
AJ,48,1
AJ,123,3
AU,58,0
Y,29,0
R,17,3
M,18,2
Y,32,1
K,7,3
AJ,129,0
AO,25,1
W,28,8
Y,10,0
W,16,4
AR,5,1
R,23,7
BT,11,0
AU,14,1
AJ,58,1
AC,2,2
Q,3,3
K,7,3
BO,52,1
O,19,1
R,1,0
D,25,9
X,38,0
Y,42,1
BT,69,4
Y,29,0
R,7,3
BU,3,1
AJ,52,0
Y,32,0
L,29,5
AU,14,0
K,3,2
Y,29,0
K,7,5
BW,178,0
AH,69,0
BB,14,0
BO,58,2
AL,49,0
BH,18,6
BT,10,0
K,3,2
AJ,14,3
Y,9,1
BP,23,0
AJ,85,1
D,25,9
BW,95,0
AU,11,2
AR,1,2
AJ,23,1
AJ,52,0
W,16,5
AU,14,0
AJ,52,0
AH,168,0
BW,96,0
AJ,129,3
BO,38,2
K,7,1
K,61,0
AJ,40,1
N,8,0
K,3,2
X,45,4
AL,14,0
AJ,129,3
AU,34,0
K,79,1
AI,17,0
AN,2,1
BW,125,0
BW,3,0
W,16,4
AF,24,3
BO,44,2
Q,22,3
K,7,3
BW,79,2
BW,168,1
AL,90,0
AU,11,3
AJ,40,0
W,28,3
X,45,10
AJ,122,1
AJ,129,3
X,24,9
AU,58,0
AU,11,2
AJ,40,3
AU,14,0
W,16,3
BV,24,2
Y,10,0
J,6,0
BF,22,1
K,7,0
D,21,0
BW,160,1
AU,40,0
AU,40,0
BO,38,2
R,23,7
P,36,0
AJ,54,1
AU,34,0
AJ,121,1
Y,9,0
BW,112,0
AU,27,0
AU,58,0
K,96,1
K,52,3
K,7,4
BO,100,1
X,38,0
BW,157,1
L,29,5
P,35,0
BH,18,5
BW,3,0
K,61,2
BT,73,4
X,3,6
AU,34,0
AJ,129,0
O,23,1
AJ,35,0
K,7,0
I,34,2
K,65,3
BO,38,5
K,81,0
P,2,0
AJ,58,3
AO,7,6
AJ,17,5
BP,20,0
AO,1,3
BW,156,0
BW,96,0
AQ,17,1
K,7,3
L,29,2
M,16,2
BO,65,1
AJ,52,1
W,4,4
BW,77,1
BW,42,0
AU,58,0
K,65,5
R,30,12
Y,34,0
BT,11,2
AU,73,0
AL,42,0
AI,17,0
AJ,122,3
AJ,40,1
X,38,0
AJ,48,1
X,45,2
P,33,0
BF,31,1
X,45,5
BV,8,1
AQ,17,1
Y,10,0
W,16,3
BW,157,1
AJ,35,1
K,7,1
AL,49,0
X,12,4
K,62,1
W,16,5
AR,2,2
K,40,3
BW,92,0
R,30,12
W,16,4
K,39,0
BO,36,0
BY,6,1
AX,2,2
K,39,0
BO,52,1
BO,47,1
BW,166,0
K,50,0
BD,2,0
BW,96,0
AO,7,6
Y,32,1
BW,5,1
AJ,35,0
BH,12,2
AJ,35,0
BO,52,1
BF,36,3
BW,95,0
W,28,0
X,24,3
AU,14,1
BW,95,0
AJ,43,0
K,7,0
AU,14,2
BW,3,0
AU,14,1
AH,18,0
BO,36,0
K,7,0
K,66,2
L,42,0
BW,163,1
AJ,54,1
X,38,0
AU,54,2
Q,43,3
BH,18,1
BW,167,0
AU,11,3
BG,16,0
AU,11,2
AJ,14,3
AJ,123,3
BW,167,0
AO,1,21
BW,167,0
M,16,2
BH,29,2
X,38,0
D,6,2
X,25,1
AI,2,0
X,9,2
BH,18,7
Q,27,2
D,25,1
AJ,58,2
M,16,1
K,7,0
M,16,0
BH,18,7
AJ,52,1
BT,63,5
Y,10,0
O,19,1
Q,22,4
Y,4,2
K,65,2
BP,24,0
AU,27,0
L,26,1
BZ,28,0
AJ,129,1
O,19,0
AU,14,0
K,3,1
L,29,1
BH,7,1
I,29,0
AU,77,0
BW,115,0
AU,58,0
AO,7,6
AQ,20,0
P,13,0
K,65,6
AU,58,0
BW,95,0
AY,37,4
Q,43,2
AU,40,0
Y,9,3
M,16,2
Q,22,4
AJ,48,1
W,28,4
K,65,3
M,16,1
Y,10,2
BW,132,0
AJ,48,1
R,7,4
Y,42,2
AY,24,2
P,2,0
AQ,17,2
K,3,2
BW,112,0
X,9,2
AR,41,1
BO,36,0
W,4,4
K,28,0
W,4,4
K,39,0
W,4,6
W,16,5
K,7,0
R,17,3
BW,168,1
AJ,58,2
Y,42,2
N,25,0
AO,1,8
Y,42,0
W,16,5
AJ,40,1
AJ,38,1
X,45,5
BW,157,1
AU,58,0
K,13,2
AH,50,0
BW,157,1
AU,11,2
W,16,5
W,20,3
BF,36,7
BP,6,0
W,16,4
O,23,0
R,30,12
BT,69,4
K,65,2
AO,1,3
AJ,58,2
BO,18,1
W,4,4
X,25,2
BO,38,2
AJ,54,1
BW,115,0
R,20,2
AJ,123,3
W,28,7
R,30,12
X,3,2
W,4,4
X,19,3
AU,58,0
Y,4,0
AU,49,0
AU,54,0
BO,38,2
AU,2,4
AL,9,0
AJ,122,1
BT,54,4
L,26,1
X,45,2
K,57,1
AO,25,2
AJ,64,1
AU,58,0
BH,11,1
AU,14,0
AU,58,0
BO,44,2
BO,72,1
AJ,113,3
L,20,1
D,12,0
X,45,2
AR,41,1
W,16,3
D,25,1
BO,36,3
BV,11,0
AJ,59,2
AJ,17,1
Y,34,1
BW,107,0
AQ,17,1
BW,183,1
D,6,2
Y,38,1
BT,49,1
M,16,2
Y,9,0
BO,53,1
BW,157,1
AR,16,0
M,16,2
BO,35,5
BO,38,3
W,16,3
BO,44,2
AJ,122,3
AJ,40,0
X,38,5
BW,125,0
AU,14,1
L,28,2
AH,119,0
K,7,0
AU,11,2
BO,38,4
K,7,3
I,18,0
BW,160,1
AO,1,8
AO,1,3
AH,69,0
AJ,40,3
BH,30,2
BW,49,1
AQ,39,1
AQ,17,2
BV,8,2
AQ,17,2
Y,29,2
AU,14,2
K,10,3
Y,34,0
P,2,0
P,34,0
Z,38,0
BW,40,1
BW,95,0
AH,70,0
BW,157,1
BW,96,0
AR,1,1
K,79,1
K,34,4
M,16,1
K,24,1
Y,9,3
BW,57,0
Y,10,0
L,49,1
BW,160,1
BO,44,1
D,25,6
BO,38,1
Y,9,1
K,7,3
BF,36,4
Y,29,2
BW,126,0
BW,168,2
AJ,52,1
W,16,3
K,60,0
BG,19,0
BO,36,0
W,28,5
BW,3,0
BH,12,2
M,16,1
X,45,2
M,16,1
AV,10,2
BW,107,0
BT,69,5
BW,95,0
BU,9,0
AI,20,0
X,45,8
X,45,9
X,24,3
X,38,0
BF,36,2
K,39,0
AJ,64,1
AI,20,0
K,13,2
X,45,2
AL,88,0
BW,3,0
X,24,3
K,7,3
K,2,1
AL,33,0
Y,29,0
K,65,5
AR,16,0
AJ,129,3
BW,3,0
AJ,52,0
W,4,6
R,49,1
AJ,123,2
K,82,2
BO,38,4
X,45,10
BF,36,7
AH,7,0
J,4,1
AJ,123,3
BU,38,6
AU,35,0
AN,2,1
Y,10,0
AR,41,1
Y,10,0
BZ,14,1
AC,2,1
AJ,121,1
BP,15,0
BV,8,2
BW,157,1
K,7,3
BO,52,1
AU,14,1
AJ,9,1
BB,12,2
D,25,1
BO,38,1
AU,50,0
X,9,2
AZ,26,2
AU,35,0
AR,11,2
AH,125,0
AJ,35,0
BV,24,3
AJ,54,1
W,16,5
AU,14,1
D,25,6
BP,8,0
AU,2,5
AO,13,1
BW,43,0
AQ,17,1
BW,156,0
O,19,0
BO,72,1
K,7,0
BF,36,7
BT,72,2
BW,3,0
K,7,0
BW,3,0
P,2,0
BW,96,0
AJ,129,0
BW,107,0
BW,57,0
P,36,0
AV,10,0
AH,164,0
AJ,121,1
BF,29,1
AO,1,8
Q,43,3
BZ,23,1
AJ,48,1
BO,35,0
AJ,129,0
M,16,2
BW,115,0
BP,6,0
AI,20,0
X,9,2
AU,58,0
AJ,48,1
BW,132,0
Y,42,2
K,7,3
K,86,3
AJ,29,2
K,80,0
BF,36,3
AL,14,0
BW,176,0
BF,36,4
AJ,54,1
AN,11,3
BW,167,0
BV,22,5
K,92,1
AU,40,0
AQ,22,0
P,1,0
Y,34,1
K,65,6
AJ,49,1
BH,18,5
BW,49,1
AH,164,0
Y,9,1
BW,176,0
X,45,3
BW,3,0
BV,3,3
BH,18,6
M,16,1
AJ,52,1
AV,10,2
BH,18,5
Y,34,0
L,49,1
X,45,2
BO,35,2
K,2,4
AU,11,3
Y,21,2
BW,112,0
L,26,1
BZ,14,1
AH,70,0
AJ,52,1
W,4,5
W,16,5
M,16,2
K,62,1
BO,66,1
W,16,3
AJ,58,2
BO,36,0
AJ,122,3
AU,40,0
BW,95,0
W,8,1
K,7,6
AX,4,0
AU,11,3
BU,1,0
N,7,0
AJ,122,3
AU,14,1
AO,1,3
K,79,1
K,96,1
BW,28,1
BT,11,0
BW,156,0
BT,69,5
X,45,5
AU,77,0
L,28,1
AJ,123,3
D,6,2
K,60,1
BO,38,0
Y,29,2
R,30,14
Y,29,0
K,80,4
AU,14,0
AO,20,3
AL,14,0
BP,15,0
AU,11,3
D,20,0
AU,49,0
AJ,52,1
K,31,0
P,2,0
K,7,7
K,80,0
AJ,40,3
AO,1,3
AJ,58,2
BW,166,0
AJ,52,0
X,45,2
BO,18,1
AJ,54,1
R,23,0
BF,42,0
X,38,0
AH,8,1
K,24,1
BP,6,0
BO,44,2
X,9,2
AQ,17,1
BT,43,5
AU,54,2
AJ,64,1
K,62,3
BH,30,5
BO,44,2
AU,58,0
BW,156,0
P,35,0
K,7,3
AJ,14,1
AQ,17,1
BY,13,1
AJ,52,0
AO,20,2
BW,112,0
AH,168,0
W,16,4
AU,40,0
BO,35,2
BG,3,2
AQ,17,2
Y,9,0
BH,18,5
AU,40,0
AU,11,3
Y,34,0
AJ,9,1
BH,12,5
AU,49,0
BO,38,2
K,57,1
Y,10,0
AO,1,3
AU,14,0
AJ,129,0
K,62,3
AR,35,0
X,45,2
AJ,122,3
Y,42,2
K,3,2
K,7,5
AJ,35,0
L,56,0
AJ,123,1
AJ,40,3
AJ,123,3
BW,69,1
AJ,58,3
AU,11,3
AJ,52,1
N,7,0
Y,21,0
M,16,2
BF,36,2
BW,115,0
AH,77,1
X,52,1
K,7,3
AU,58,0
L,49,1
BW,115,0
K,82,0
P,35,0
X,38,5
AU,11,3
X,38,3
P,18,0
R,23,6
BO,38,3
BW,107,0
K,78,2
BT,43,4
X,45,2
AJ,129,1
AJ,48,1
AJ,55,2
I,29,2
K,7,0
AQ,19,2
X,9,2
AH,100,0
AU,58,0
BW,3,0
AJ,35,0
AO,1,8
AU,14,0
BW,156,1
X,24,8
W,3,3
AJ,122,3
W,28,8
BV,9,0
Q,22,4
X,9,4
AU,11,3
AU,58,0
BF,36,7
K,93,2
AJ,58,2
BO,9,1
W,4,5
Y,29,0
AH,164,0
K,7,5
BV,8,3
BW,167,0
BO,44,2
AU,14,0
BP,23,0
BP,6,0
BB,12,2
X,40,0
Y,29,0
X,45,4
Y,32,0
W,16,5
K,7,3
AJ,58,3
AO,1,3
K,7,3
AL,43,0
W,16,3
BW,174,1
AU,34,0
X,45,8
AJ,42,0
W,2,1
K,7,0
L,7,0
AJ,58,3
W,16,3
P,2,0
K,65,1
X,24,3
AO,1,3
Y,29,0
BW,167,0
AX,2,1
AH,70,0
M,19,2
K,2,1
AI,2,0
W,4,5
AJ,58,3
BO,38,1
Y,34,0
BO,36,0
L,28,2
BW,60,0
D,25,6
X,12,4
BB,3,0
N,8,0
Q,22,3
K,13,2
BU,38,8
BO,44,2
W,28,7
AU,14,1
D,25,6
BW,167,0
AJ,129,0
AY,37,3
Y,29,2
AF,24,1
AJ,54,1
AJ,29,3
X,9,2
X,49,6
Y,10,0
Q,3,3
X,12,4
O,10,5
X,45,8
K,51,0
Q,22,3
W,16,4
AJ,29,3
W,28,5
Y,10,2
AO,1,8
X,35,0
AU,14,0
AQ,17,1
O,10,3
W,16,3
K,65,5
X,45,5
AJ,35,1
K,7,0
AU,25,0
BW,132,0
AJ,35,1
AJ,40,2
AJ,58,1
AJ,58,3
BU,20,3
X,3,6
Y,32,3
AJ,14,3
K,65,2
X,45,2
AU,14,0
BW,36,2
W,2,0
BP,23,0
BW,115,0
AR,41,1
AO,1,3
R,48,8
BW,3,0
X,45,2
X,45,8
BW,95,0
Y,38,2
AU,14,1
AJ,55,2
K,65,3
AO,12,1
BT,49,1
W,4,1
K,7,5
BW,167,0
AO,7,6
AL,42,0
X,45,8
X,25,1
K,65,3
O,10,3
BP,15,0
AL,24,0
AJ,52,0
AU,58,0
BO,47,1
AJ,129,1
Q,22,3
BO,38,1
BW,157,1
AU,49,0
BW,115,0
BV,8,2
X,38,0
AO,1,21
AJ,35,0
K,78,2
I,8,2
AU,58,0
